time,pr_day_CCSM4_rcp85
2007-02-17 00:00:00+00:00,8.122663712128997e-05
2007-02-18 00:00:00+00:00,4.181819349469151e-06
2007-02-19 00:00:00+00:00,0.0
2007-02-20 00:00:00+00:00,0.0
2007-02-21 00:00:00+00:00,0.0006326160510070622
2007-02-22 00:00:00+00:00,0.00021086099150124937
2007-02-23 00:00:00+00:00,1.6173338735825382e-05
2007-02-24 00:00:00+00:00,9.313757800555322e-06
2007-02-25 00:00:00+00:00,0.0
2007-02-26 00:00:00+00:00,4.4846120772490394e-07
2007-02-27 00:00:00+00:00,7.501386178887515e-09
2007-02-28 00:00:00+00:00,0.0
2007-03-01 00:00:00+00:00,2.314401825742607e-08
2007-03-02 00:00:00+00:00,6.13647498539649e-05
2007-03-03 00:00:00+00:00,0.00019721667922567576
2007-03-04 00:00:00+00:00,0.0001574391353642568
2007-03-05 00:00:00+00:00,0.0
2007-03-06 00:00:00+00:00,1.0649888082525649e-07
2007-03-07 00:00:00+00:00,1.9945330222981283e-06
2007-03-08 00:00:00+00:00,2.751439023995772e-05
2007-03-09 00:00:00+00:00,0.00028310323250479996
2007-03-10 00:00:00+00:00,0.0005630195955745876
2007-03-11 00:00:00+00:00,1.2657561455853283e-05
2007-03-12 00:00:00+00:00,2.288932243743602e-08
2007-03-13 00:00:00+00:00,0.00012460762809496373
2007-03-14 00:00:00+00:00,1.8777756849885918e-05
2007-03-15 00:00:00+00:00,1.0957370477626682e-07
2007-03-16 00:00:00+00:00,0.0
2007-03-17 00:00:00+00:00,3.4949405289808055e-06
2007-03-18 00:00:00+00:00,0.0
2007-03-19 00:00:00+00:00,0.0
2007-03-20 00:00:00+00:00,2.9583517857645347e-07
2007-03-21 00:00:00+00:00,3.573853462057741e-07
2007-03-22 00:00:00+00:00,0.0
2007-03-23 00:00:00+00:00,0.0
2007-03-24 00:00:00+00:00,0.0
2007-03-25 00:00:00+00:00,1.9823934493956585e-08
2007-03-26 00:00:00+00:00,5.059133854956599e-06
2007-03-27 00:00:00+00:00,0.0
2007-03-28 00:00:00+00:00,2.3331037102281016e-09
2007-03-29 00:00:00+00:00,3.2099094937620976e-07
2007-03-30 00:00:00+00:00,3.645131529950163e-09
2007-03-31 00:00:00+00:00,1.3273252079670783e-06
2007-04-01 00:00:00+00:00,2.3309660264203558e-06
2007-04-02 00:00:00+00:00,5.3640669683829856e-09
2007-04-03 00:00:00+00:00,8.999756573757622e-06
2007-04-04 00:00:00+00:00,3.855289833154529e-06
2007-04-05 00:00:00+00:00,6.017543086045407e-08
2007-04-06 00:00:00+00:00,2.0952002159901895e-06
2007-04-07 00:00:00+00:00,2.505173490874313e-08
2007-04-08 00:00:00+00:00,0.0
2007-04-09 00:00:00+00:00,0.0
2007-04-10 00:00:00+00:00,0.0
2007-04-11 00:00:00+00:00,4.0291430991601374e-07
2007-04-12 00:00:00+00:00,0.0
2007-04-13 00:00:00+00:00,0.0
